0.456601376,0.432806409,1
0.611378467,0.528624599,1
0.450298974,0.711606121,1
0.63901505,0.460743982,1
0.628956784,0.323469515,1
0.566210439,0.289357728,1
0.567653036,0.295472658,1
0.436023991,0.415775727,1
0.545413794,0.367501782,1
0.439452808,0.547867429,1
0.512200437,0.500864647,1
0.391758778,0.610347304,1
0.521857028,0.576906081,1
0.719418958,0.436480939,1
0.299532932,0.623062727,1
0.498224148,0.428399838,1
0.274052292,0.48043206,1
0.382840217,0.544068886,1
0.424923199,0.284825728,1
0.520723821,0.325427336,1
0.443295577,0.32697892,1
0.398821217,0.449177578,1
0.50434998,0.31104973,1
0.641831638,0.446342302,1
0.387513905,0.583577668,1
0.393993612,0.435549232,1
0.531041009,0.629564964,1
0.688896809,0.524163138,1
0.649396231,0.374109163,1
0.465588046,0.380826035,1
0.625894616,0.297861528,1
0.33422594,0.471608482,1
0.366800674,0.709811248,1
0.741627778,0.588991019,1
0.382722631,0.452737368,1
0.565063292,0.436880702,1
0.350759666,0.473150343,1
0.568142992,0.422846001,1
0.498288785,0.389116563,1
0.436428372,0.692301106,1
0.603725413,0.46839656,1
0.588849877,0.475244028,1
0.698996224,0.391536094,1
0.675242181,0.566520058,1
0.645562395,0.457586972,1
0.415527426,0.526148836,1
0.29194679,0.42723348,1
0.437561332,0.644688135,1
0.333454401,0.46901269,1
0.54348535,0.55751801,1
0.441192395,0.515412881,1
0.570696482,0.626295937,1
0.706547057,0.352661536,1
0.443121469,0.632249213,1
0.323144616,0.51426241,1
0.700978714,0.60583303,1
0.679440511,0.33386384,1
0.715937438,0.53697693,1
0.479752363,0.700787528,1
0.410038387,0.509988752,1
0.490086125,0.629422931,1
0.466037476,0.626851254,1
0.323512006,0.63934958,1
0.447337519,0.73483245,1
0.555657132,0.571502288,1
0.570704915,0.332248365,1
0.62278129,0.330693138,1
0.600688923,0.292814702,1
0.667654257,0.575272442,1
0.309970328,0.452652917,1
0.612763091,0.502756861,1
0.328603507,0.441312937,1
0.306565375,0.351961443,1
0.605176558,0.482149292,1
0.440146904,0.495593601,1
0.59814453,0.553260375,1
0.44347199,0.462253594,1
0.422174903,0.341039015,1
0.455506487,0.411712028,1
0.472055587,0.716568367,1
0.734719185,0.575853633,1
0.515538126,0.724575685,1
0.32731496,0.626380747,1
0.434634138,0.363415816,1
0.38319743,0.276210001,1
0.480222628,0.398718037,1
0.53796144,0.607739691,1
0.31976326,0.624191564,1
0.528466659,0.548024492,1
0.477101997,0.402280693,1
0.333318073,0.468497632,1
0.675384204,0.319702738,1
0.40951456,0.4284274,1
0.500661883,0.626592317,1
0.498277632,0.538201034,1
0.501263214,0.574849165,1
0.689240924,0.386320216,1
